lit_pretest,math_pretest,lit_posttest,math_posttest,ses,pct_frpl,yrsprek,yrsk,yrs1st,basicmath,childcentmath,childcentlit,basiclit
,,48.35,37.78,-0.44,32.95,0,10,3,0.172619616,0.381369244,0.391200142,0.111368929
30.67,18.66,35.65,27.2,-0.35,32.95,0,13,0,-0.126604932,0.166472814,0.45493929,0.111368929
,,47.84647,36.35751,-0.64,32.95,0,13,0,-0.126604932,0.166472814,0.45493929,0.111368929
25.73,17.77,42.2,39.56,0.37,32.95,0,13,0,-0.126604932,0.166472814,0.45493929,0.111368929
36.95,28.34,56,41.31,1.11,32.95,.5,20,1,0.008428207,0.390233041,0.516346978,0.111368929
34.29,22.49,43.2,33.98,-0.33,32.95,.5,20,1,0.008428207,0.390233041,0.516346978,0.111368929
41.62,32.17,52.68,44.22,-0.49,30.59,0,6.5,0,-0.110623008,-0.194580548,0.07673298,-0.102112282
25.62,13.39,38.4,23.34,0.1,30.59,0,6.5,0,-0.110623008,-0.194580548,0.07673298,-0.102112282
30.7,29.59,52.77,42.18,0,30.59,0,3,0,0.065009403,0.193167398,0.240821936,0.111368929
38.31,27.24,56.47,34.56,-0.19,30.59,0,8,5,0.03995308,0.069384508,0.147351609,0.008431813
39.71,33.24,57.03,35.52,-0.19,30.59,0,8,5,0.03995308,0.069384508,0.147351609,0.008431813
26.1,17.38,32.24,18.68,0.1,30.59,0,4,0,0.111146788,-0.512676515,0.147715962,0.111368929
39.96,26.67,42.9,33.88,-0.06,30.59,0,4,0,0.111146788,-0.512676515,0.147715962,0.111368929
34.33,25.95,49.38,43.52,0.53,30.59,0,4,0,0.111146788,-0.512676515,0.147715962,0.111368929
28.06,15.34,35.87,22.92,-0.44,30.59,0,10.5,0,0.177718753,-0.007766569,0.204558928,-0.162644469
39.17,33.72,47.75,41.58,0.67,39.96,0,1,1,-0.254466951,0.018755427,0.150954791,0.111368929
43.22,34.1,66.19,41.7,1.42,39.96,0,1,1,-0.254466951,0.018755427,0.150954791,0.111368929
30.82,25.26,43.09,34.58,-0.38,39.96,0,1,1.5,-0.350572242,-0.275828376,-0.137527381,0.111368929
27.75,14.86,35.87,20.38,-0.07,39.96,.5,2,0,-0.236142772,-0.238436169,0.026318452,0.111368929
36.97,27.5,51.99,33.53,1.39,39.96,.5,2,0,-0.236142772,-0.238436169,0.026318452,0.111368929
38.22,23.05,57.08,40.41,0.13,39.96,,,,0.193165657,,0.083761393,0.111368929
44.87,31.33,67.45,42.87,0.94,39.96,,,,0.193165657,,0.083761393,0.111368929
42.66,53.12,51.99,70.77,0.24,3.93,0,9,0,-0.085152056,-0.250870765,0.081774564,0.111368929
51.48,37.47,80.44,43.09,1.29,3.93,0,9,0,-0.085152056,-0.250870765,0.081774564,0.111368929
47.08,39.39,61.93,62.48,0.56,3.93,0,9,0,-0.085152056,-0.250870765,0.081774564,0.111368929
46.36,37.35,56.18,43.12,-0.2,3.93,0,9,0,-0.085152056,-0.250870765,0.081774564,0.111368929
46.65,30.19,50.73,37.76,-0.07,3.93,0,9,0,-0.085152056,-0.250870765,0.081774564,0.111368929
51.16,43.03,63.11,45.97,0.12,3.93,0,9,0,-0.085152056,-0.250870765,0.081774564,0.111368929
41.45,38.38,54.32,47.61,0.35,3.93,0,9,0,-0.085152056,-0.250870765,0.081774564,0.111368929
34.74,30.7,47.74,38.89,0.16,3.93,0,4,0,-0.161714788,-0.361254534,-0.011694437,0.111368929
29.12,26.6,50.67,30.24,0.29,3.93,0,4,0,-0.161714788,-0.361254534,-0.011694437,0.111368929
29.85,26.85,43.48,36.99,0.04,3.93,0,4,0,-0.161714788,-0.361254534,-0.011694437,0.111368929
43.29,43.03,59.96,66.53,0.34,3.93,0,4,0,-0.161714788,-0.361254534,-0.011694437,0.111368929
39.29,34.19,89.83,40.36,-0.32,3.93,0,4,0,-0.161714788,-0.361254534,-0.011694437,0.111368929
46.39,40.34,67.74,42.24,-0.26,3.93,0,4,0,-0.161714788,-0.361254534,-0.011694437,0.111368929
30.36,25.93,42.61,42.65,-0.03,3.93,0,4,0,-0.161714788,-0.361254534,-0.011694437,0.111368929
50.1,39.55,92.72,65.57,-0.35,3.93,0,5,0,0.448238075,0.506410751,0.392841496,0.111368929
38.33,22.71,50.61,43.02,0.4,3.93,0,5,0,0.448238075,0.506410751,0.392841496,0.111368929
51.08,69.15,65.08,73.3,0.44,3.93,0,5,0,0.448238075,0.506410751,0.392841496,0.111368929
36.58,23.09,45.43,30.71,-0.33,3.93,0,5,0,0.448238075,0.506410751,0.392841496,0.111368929
57.1,39.61,79.48,44.19,1.83,3.93,0,5,0,0.448238075,0.506410751,0.392841496,0.111368929
29.04,19.82,46.52,35.15,-0.15,3.93,0,5,0,0.448238075,0.506410751,0.392841496,0.111368929
44.4,22.39,53.16,31.79,0.07,3.93,0,5,0,0.448238075,0.506410751,0.392841496,0.111368929
25.4,25.79,30.91,21.68,1.15,,4,1,0,0.294905105,0.16142255,0.008301551,0.020401115
119.88,48.78,134.8,48.89,2.07,,4,1,0,0.294905105,0.16142255,0.008301551,0.020401115
34.22,29.08,42.47,31.56,0.97,,4,1,0,0.294905105,0.16142255,0.008301551,0.020401115
42.11,30.97,42.77,46.56,1.56,,4,1,0,0.294905105,0.16142255,0.008301551,0.020401115
35.62,30.12,36.5,28.98,1.6,,4,1,0,0.294905105,0.16142255,0.008301551,0.020401115
33.88,26.09,43.36,33.41,0.75,,4,1,0,0.057568012,0.448321896,0.263269563,0.111368929
34.71,22.75,41.67,28.88,0.09,,4,1,0,0.057568012,0.448321896,0.263269563,0.111368929
43.52,27.28,49.9,31.3,0.46,,4,1,0,0.057568012,0.448321896,0.263269563,0.111368929
44.73,39.67,51.67,41.48,0.5,,4,1,0,0.057568012,0.448321896,0.263269563,0.111368929
34.23,35.55,42.3,51.5,0.6,,3,11,1,0.261722876,0.448321896,0.178416147,0.111368929
36.72,22.95,47.77,34.23,0.95,,3,11,1,0.261722876,0.448321896,0.178416147,0.111368929
42.62,36.78,40.19,37.5,0.31,,3,11,1,0.261722876,0.448321896,0.178416147,0.111368929
52.55,40.5,60.27,40.19,1.23,,3,11,1,0.261722876,0.448321896,0.178416147,0.111368929
48.09,48.38,60.53,57.93,1.17,,3,11,1,0.261722876,0.448321896,0.178416147,0.111368929
37.71,21.9,35.17,28.12,0.62,,3,11,1,0.261722876,0.448321896,0.178416147,0.111368929
33.69,24.73,37.68,22.55,0.26,,3,11,1,0.261722876,0.448321896,0.178416147,0.111368929
32.41,27.29,47.22,30.83,0.45,,3,11,1,0.261722876,0.448321896,0.178416147,0.111368929
87.25,50.93,98.88,79.87,0.19,,3,11,1,0.261722876,0.448321896,0.178416147,0.111368929
28.77,16.38,35.22,23.87,0.5,,3,11,1,0.261722876,0.448321896,0.178416147,0.111368929
37.37,32.13,50.53,42.73,1.82,0,0,1,1,-0.345617846,0.178970153,0.192926765,0.111368929
31.66,19.28,44.94,25.49,-0.18,0,0,1,1,-0.345617846,0.178970153,0.192926765,0.111368929
47.53,33.66,69.63,48.83,1.47,0,0,1,1,-0.345617846,0.178970153,0.192926765,0.111368929
45.14,43.93,50.09,53.16,1.44,0,0,1,1,-0.345617846,0.178970153,0.192926765,0.111368929
34.77,30.16,47.48,43.34,0.54,0,0,1,1,-0.345617846,0.178970153,0.192926765,0.111368929
34.22,22.19,39.49,23.84,1.13,0,0,1,1,-0.345617846,0.178970153,0.192926765,0.111368929
50.87,31.97,62.91,44.76,0.37,0,0,1,1,-0.345617846,0.178970153,0.192926765,0.111368929
32.99,31.15,50.12,43.72,0.79,0,0,1,1,-0.345617846,0.178970153,0.192926765,0.111368929
48.89,37.64,49.96,50.51,1.3,0,0,1,1,-0.345617846,0.178970153,0.192926765,0.111368929
38.98,24.55,58.6,38.42,0.97,0,0,1,1,-0.345617846,0.178970153,0.192926765,0.111368929
31.91,28.48,46.99,47.21,1.05,0,0,1,1,-0.345617846,0.178970153,0.192926765,0.111368929
35.19,24.94,46.51,31.26,0.95,0,0,1,1,-0.345617846,0.178970153,0.192926765,0.111368929
31.25,30.05,44.13,46.14,0.43,0,0,1,1,-0.345617846,0.178970153,0.192926765,0.111368929
38.32,24.47,45.98,34.87,-0.18,0,0,1,1,-0.345617846,0.178970153,0.192926765,0.111368929
32.93,20.71,42.08,25.3,0.52,0,1,1,0,-0.011138701,-0.078701493,0.183174316,0.020401115
33.66,35.64,44.95,36.92,-0.49,0,1,1,0,-0.011138701,-0.078701493,0.183174316,0.020401115
30.43,21.92,34.47,31.06,0.55,0,1,1,0,-0.011138701,-0.078701493,0.183174316,0.020401115
32.8,28.51,35.21,31.02,0.17,0,1,1,0,-0.011138701,-0.078701493,0.183174316,0.020401115
35.82,38.18,49.76,40.78,0.82,0,1,1,0,-0.011138701,-0.078701493,0.183174316,0.020401115
27.85,17.16,36.33,29.46,-0.48,0,1,1,0,-0.011138701,-0.078701493,0.183174316,0.020401115
36.23,27.6,42.42,36.97,-0.13,0,1,1,0,-0.011138701,-0.078701493,0.183174316,0.020401115
39.95,32.7,49.37,54.92,0.54,0,1,1,0,-0.011138701,-0.078701493,0.183174316,0.020401115
,,62.03331,51.77238,0.64,0,13,2,1,-0.018580092,-0.12344486,0.10289524,
38.63,23.2,40.32,27.31,1.11,0,13,2,1,-0.018580092,-0.12344486,0.10289524,
28.32,18.72,27.54,17.25,0.1,0,13,2,1,-0.018580092,-0.12344486,0.10289524,
35.63,21.93,32.76,26.25,0.11,0,13,2,1,-0.018580092,-0.12344486,0.10289524,
38.64,28.32,40.85,43.96,0.03,0,13,2,1,-0.018580092,-0.12344486,0.10289524,
37.04,25.97,41.78,32.42,0.05,0,13,2,1,-0.018580092,-0.12344486,0.10289524,
30.66,25.6,40.42,25.1,1.51,0,13,2,1,-0.018580092,-0.12344486,0.10289524,
29.77,19.2,41.84,29.41,1.33,0,13,2,1,-0.018580092,-0.12344486,0.10289524,
24.24,21.84,26.68,25.66,0.66,0,13,2,1,-0.018580092,-0.12344486,0.10289524,
34.71,24.74,40.81,31.48,0.4,0,13,2,1,-0.018580092,-0.12344486,0.10289524,
38.95,23.86,43.37,29.5,0.66,0,13,2,1,-0.018580092,-0.12344486,0.10289524,
31.26,23.51,34.54,29.61,0.63,0,15,5,2,0.114173557,0.071422258,0.361555655,-0.455124191
33.41,20.79,38.73,28.24,-0.58,0,15,5,2,0.114173557,0.071422258,0.361555655,-0.455124191
33.83,26.8,39.07,30.78,0.37,0,15,5,2,0.114173557,0.071422258,0.361555655,-0.455124191
50.04,28.59,51.48,35.35,-0.09,0,15,5,2,0.114173557,0.071422258,0.361555655,-0.455124191
28.14,18.24,31.23,21.62,-0.34,0,15,5,2,0.114173557,0.071422258,0.361555655,-0.455124191
30.13,29.95,48.04,45.02,0.95,0,1,10,0,0.178220494,0.257923219,0.454118613,0.005403707
58.74,59.61,89.1,84.01,2.09,0,1,10,0,0.178220494,0.257923219,0.454118613,0.005403707
43.89,26.2,86.42,36.8,1.99,0,1,10,0,0.178220494,0.257923219,0.454118613,0.005403707
27.54,27.66,44.92,42.07,1.21,0,1,10,0,0.178220494,0.257923219,0.454118613,0.005403707
48.22,40.99,88.35,60.48,0.53,0,1,10,0,0.178220494,0.257923219,0.454118613,0.005403707
49.8,32.26,81.8,54.28,0.24,0,1,10,0,0.178220494,0.257923219,0.454118613,0.005403707
35.47,35.6,72.31,61.07,0.14,0,1,10,0,0.178220494,0.257923219,0.454118613,0.005403707
43.22,39.01,57.97,51,0.31,0,1,10,0,0.178220494,0.257923219,0.454118613,0.005403707
39.55,38.34,53.2,43.41,0.59,0,1,10,0,0.178220494,0.257923219,0.454118613,0.005403707
42.37,28.83,52.19,40.12,1.44,0,1,10,0,0.178220494,0.257923219,0.454118613,0.005403707
47.4,44.5,68.33,47.37,1.44,0,1,10,0,0.178220494,0.257923219,0.454118613,0.005403707
45.22,42.94,51.78,56.55,0.76,0,1,10,0,0.178220494,0.257923219,0.454118613,0.005403707
38.28,43.52,53.56,80.08,0.76,0,1,10,0,0.178220494,0.257923219,0.454118613,0.005403707
36.61,20.18,46.64,31.5,0.51,0,1,10,0,0.178220494,0.257923219,0.454118613,0.005403707
91.41,40.23,126.5,47.71,2.61,0,1,10,0,0.178220494,0.257923219,0.454118613,0.005403707
32.86,29.34,44,49.93,1.11,0,1,10,0,0.178220494,0.257923219,0.454118613,0.005403707
38.55,32.84,51.38,50.58,1.51,0,1,10,0,0.178220494,0.257923219,0.454118613,0.005403707
37.09,36.81,67.74,57.7,1.51,0,1,10,0,0.178220494,0.257923219,0.454118613,0.005403707
33.81,33.58,50.64,40.8,-0.01,0,1,10,0,0.178220494,0.257923219,0.454118613,0.005403707
36.75,24.95,49.58,54.04,1.31,0,1,10,0,0.178220494,0.257923219,0.454118613,0.005403707
52.96,47.79,95.37,66.69,1.11,0,1,10,0,0.178220494,0.257923219,0.454118613,0.005403707
49.31,41.57,89.2,46.07,1.77,0,1,10,0,0.178220494,0.257923219,0.454118613,0.005403707
34.38,30.21,48.09,41.1,0.51,0,1,10,0,0.178220494,0.257923219,0.454118613,0.005403707
37.12,32.46,36.96,40.5,1.32,0,10,1,.5,-0.164057043,,0.007564415,-0.200788819
25.64,22.53,41.83,28.84,0.39,0,10,1,.5,-0.164057043,,0.007564415,-0.200788819
32.09,22.71,32.9,26.45,1.04,0,10,1,.5,-0.164057043,,0.007564415,-0.200788819
26.67,16.66,28.84,20.83,1,0,10,1,.5,-0.164057043,,0.007564415,-0.200788819
39.05,27.4,47.47,37.14,1.55,0,10,1,.5,-0.164057043,,0.007564415,-0.200788819
32.37,26,42.22,35.19,0.46,0,10,1,.5,-0.164057043,,0.007564415,-0.200788819
29.62,25.54,27.12,28.12,0.66,0,10,1,.5,-0.164057043,,0.007564415,-0.200788819
34.13,24.62,37.21,29.08,1.06,0,10,1,.5,-0.164057043,,0.007564415,-0.200788819
33.48,28.12,34.04,29.82,0.23,0,15,1,0,0.008905599,,,
34.92,23.05,36.79,33.6,1.49,0,15,1,0,0.008905599,,,
,,33.62289,19.06856,-0.35,0,15,1,0,0.008905599,,,
24.32,15.4,27.17,16.4,2.01,0,0,3,0,-0.402136278,0.278540593,0.423717867,0.111368929
39.91,37.32,49.59,45.61,0.97,0,0,3,0,-0.402136278,0.278540593,0.423717867,0.111368929
31.04,25.89,37,28.51,1.13,0,0,3,0,-0.402136278,0.278540593,0.423717867,0.111368929
35.7,22.45,45.34,34.73,0.63,0,0,3,0,-0.402136278,0.278540593,0.423717867,0.111368929
35.83,24.55,45.16,35.91,1.07,0,0,3,0,-0.402136278,0.278540593,0.423717867,0.111368929
34.65,47.08,57.11,56.63,1.26,0,0,3,0,-0.402136278,0.278540593,0.423717867,0.111368929
31.06,29.3,43.61,30.51,1.34,0,0,3,0,-0.402136278,0.278540593,0.423717867,0.111368929
34.12,27.45,41.86,33.79,1.1,0,0,3,0,-0.402136278,0.278540593,0.423717867,0.111368929
38.84,34.69,45.45,43.4,0.71,0,0,3,0,-0.402136278,0.278540593,0.423717867,0.111368929
32.17,19.03,49.03,28.48,1.48,0,0,3,0,-0.402136278,0.278540593,0.423717867,0.111368929
39.2,32.33,55.01,41.9,0.33,0,0,3,0,-0.402136278,0.278540593,0.423717867,0.111368929
29.9,19.19,35.65,26.56,0.67,0,0,3,0,-0.402136278,0.278540593,0.423717867,0.111368929
65.53,46.02,92.22,70.38,1.39,0,0,3,0,-0.402136278,0.278540593,0.423717867,0.111368929
31.36,33.59,45.6,41.51,0.75,0,0,3,0,-0.402136278,0.278540593,0.423717867,0.111368929
33.85,27.46,50.15,51.54,1.01,,0,17,0,-0.064987364,-0.118794617,-0.048804708,0.046257868
39.04,30.05,55.5,47.09,0.11,,0,17,0,-0.064987364,-0.118794617,-0.048804708,0.046257868
48.71,31.32,71.02,44.28,0.41,,0,17,0,-0.064987364,-0.118794617,-0.048804708,0.046257868
25.8,19.61,45.49,33.84,0.55,,0,17,0,-0.064987364,-0.118794617,-0.048804708,0.046257868
46.69,39.82,53.46,65.75,1.53,,0,17,0,-0.064987364,-0.118794617,-0.048804708,0.046257868
50.88,41.86,68.24,88.37,2.41,,0,17,0,-0.064987364,-0.118794617,-0.048804708,0.046257868
,,65.8718,60.91532,1.43,,0,17,0,-0.064987364,-0.118794617,-0.048804708,0.046257868
46.98,47.31,68.53,71.03,1.26,,0,17,0,-0.064987364,-0.118794617,-0.048804708,0.046257868
52.98,41.73,56.95,70.85,0.84,,0,17,0,-0.064987364,-0.118794617,-0.048804708,0.046257868
87.03,37.18,97.53,63.74,0.86,,0,17,0,-0.064987364,-0.118794617,-0.048804708,0.046257868
31.47,18.99,51.7,28.12,-0.54,,0,17,0,-0.064987364,-0.118794617,-0.048804708,0.046257868
47.49,43.13,64.73,48.41,1.18,,0,17,0,-0.064987364,-0.118794617,-0.048804708,0.046257868
28.9,19.19,44.95,33.94,,,0,17,0,-0.064987364,-0.118794617,-0.048804708,0.046257868
45.51,51.91,69.54,72.84,1.74,,0,17,0,-0.064987364,-0.118794617,-0.048804708,0.046257868
41.51,39.32,65.65,67.81,1.36,,0,17,0,-0.064987364,-0.118794617,-0.048804708,0.046257868
43.9,46.45,59.23,56.71,2.06,,0,17,0,-0.064987364,-0.118794617,-0.048804708,0.046257868
45.81,33.77,51.79,35.89,1.12,0,5,8,0,-0.013393842,0.436329107,0.26436914,0.111368929
47.76,46.42,81.61,64.95,1.47,0,5,8,0,-0.013393842,0.436329107,0.26436914,0.111368929
85.62,40.38,96.82,61.42,1.12,0,5,8,0,-0.013393842,0.436329107,0.26436914,0.111368929
50.96,39.21,69.8,42.93,1.36,0,5,8,0,-0.013393842,0.436329107,0.26436914,0.111368929
29.86,25.93,46.24,36.67,1.66,0,5,8,0,-0.013393842,0.436329107,0.26436914,0.111368929
41.82,30.24,52.62,47.07,1.75,0,5,8,0,-0.013393842,0.436329107,0.26436914,0.111368929
38.96,30.26,48.74,39.24,0.47,0,5,8,0,-0.013393842,0.436329107,0.26436914,0.111368929
40.9,29.44,49.29,55.34,1.08,0,5,8,0,-0.013393842,0.436329107,0.26436914,0.111368929
48.99,36.66,55.67,49.64,1.42,0,5,8,0,-0.013393842,0.436329107,0.26436914,0.111368929
40.36,27.72,50.38,41.6,1.58,0,5,8,0,-0.013393842,0.436329107,0.26436914,0.111368929
40.41,31.89,54.51,45.38,1.09,0,5,8,0,-0.013393842,0.436329107,0.26436914,0.111368929
40.59,29.43,43.85,33.26,1.21,0,5,8,0,-0.013393842,0.436329107,0.26436914,0.111368929
44.12,29.27,50.89,52.25,1.35,0,5,8,0,-0.013393842,0.436329107,0.26436914,0.111368929
58.14,44.38,73.08,64.36,2.6,0,5,8,0,-0.013393842,0.436329107,0.26436914,0.111368929
36.7,27,45.6,43.38,1.42,0,5,8,0,-0.013393842,0.436329107,0.26436914,0.111368929
43.59,36.41,65.38,47.59,0.8,0,5,8,0,-0.013393842,0.436329107,0.26436914,0.111368929
47.12,42.55,51.63,65.13,0.77,0,5,8,0,-0.013393842,0.436329107,0.26436914,0.111368929
38.1,48.72,45.13,77.33,2.22,0,5,8,0,-0.013393842,0.436329107,0.26436914,0.111368929
38.64,29.47,42.92,35.48,1.06,0,5,8,0,-0.013393842,0.436329107,0.26436914,0.111368929
52.71,52.74,62.94,61.02,1.38,0,5,8,0,-0.013393842,0.436329107,0.26436914,0.111368929
67.78,64.54,64.19,65.31,1.6,0,3,2,0,0.060324895,0.39923058,0.187104342,0.111368929
43.15,41.86,43.47,48.59,1.13,0,3,2,0,0.060324895,0.39923058,0.187104342,0.111368929
32.35,20.86,42.78,40.03,-0.17,0,3,2,0,0.060324895,0.39923058,0.187104342,0.111368929
57.21,35.94,72.04,42.99,2.27,0,3,2,0,0.060324895,0.39923058,0.187104342,0.111368929
41.4,23.13,44.62,33.65,0.58,0,3,2,0,0.060324895,0.39923058,0.187104342,0.111368929
53.06,38.34,61.83,55.32,1.99,0,3,2,0,0.060324895,0.39923058,0.187104342,0.111368929
49.11,31.11,65.27,38.58,0.47,0,3,2,0,0.060324895,0.39923058,0.187104342,0.111368929
33.34,21.42,36.47,34.98,1.25,0,3,2,0,0.060324895,0.39923058,0.187104342,0.111368929
48.55,42.27,58.24,51.68,1.8,0,3,2,0,0.060324895,0.39923058,0.187104342,0.111368929
41.57,27.09,51.24,39.56,0.92,0,3,2,0,0.060324895,0.39923058,0.187104342,0.111368929
64.82,50.08,75.54,67.35,-0.35,0,.5,1,0,0.245119973,0.125056228,0.039454018,0.111368929
34.64,33.21,49.21,43.67,-0.3,0,.5,1,0,0.245119973,0.125056228,0.039454018,0.111368929
37.18,28.36,41.86,41.14,-0.01,0,.5,1,0,0.245119973,0.125056228,0.039454018,0.111368929
53.16,58.24,66.48,74.94,0.26,0,.5,1,0,0.245119973,0.125056228,0.039454018,0.111368929
32.98,34.82,50.04,52.19,1.54,0,.5,1,0,0.245119973,0.125056228,0.039454018,0.111368929
45.77,38.52,52.36,51.01,-0.42,0,.5,1,0,0.245119973,0.125056228,0.039454018,0.111368929
49.92,25,61.8,35.89,0.4,0,1,6,1.5,-0.346095238,-0.416285465,-0.486101006,-0.105140388
42.11,25.18,55.34,39.14,-0.51,0,1,6,1.5,-0.346095238,-0.416285465,-0.486101006,-0.105140388
35.37,29.42,47.64,32.91,0.4,0,1,6,1.5,-0.346095238,-0.416285465,-0.486101006,-0.105140388
42.5,33.78,53.33,46.11,0.22,0,1,6,1.5,-0.346095238,-0.416285465,-0.486101006,-0.105140388
48.98,51.31,58.46,62.49,0.17,0,1,6,1.5,-0.346095238,-0.416285465,-0.486101006,-0.105140388
39.9,25.85,58.32,39.2,-0.16,0,1,6,1.5,-0.346095238,-0.416285465,-0.486101006,-0.105140388
47.53,31.14,56.06,41.29,0.22,0,1,6,1.5,-0.346095238,-0.416285465,-0.486101006,-0.105140388
41.21,31.98,53.15,41.03,0.7,0,1,6,1.5,-0.346095238,-0.416285465,-0.486101006,-0.105140388
44.97,31.55,59.34,48.4,1.96,0,1,6,1.5,-0.346095238,-0.416285465,-0.486101006,-0.105140388
46.13,39.47,69.52,52.54,0.67,0,1,6,1.5,-0.346095238,-0.416285465,-0.486101006,-0.105140388
36.29,21.28,36.53,23.24,0.96,0,15,1,0,,-0.682940362,-0.622243342,
29.46,22.28,27.66,20.47,1.72,0,15,1,0,,-0.682940362,-0.622243342,
27.27,20.74,33.62,25.87,1.26,0,15,1,0,,-0.682940362,-0.622243342,
43.97,30.45,48.24,39.92,1.19,0,2.5,12,0,-0.289514042,-0.383783967,-0.300642591,0.046257868
33.91,28.37,37.2,36.92,1.04,0,2.5,12,0,-0.289514042,-0.383783967,-0.300642591,0.046257868
40.89,32.14,51.18,44.29,1.71,0,2.5,12,0,-0.289514042,-0.383783967,-0.300642591,0.046257868
44.4,31.43,67.19,42.01,1.95,0,2.5,12,0,-0.289514042,-0.383783967,-0.300642591,0.046257868
30.64,19.73,42.68,26.19,1.41,0,2.5,12,0,-0.289514042,-0.383783967,-0.300642591,0.046257868
42.94,35.4,52.79,45.51,1.36,0,2.5,12,0,-0.289514042,-0.383783967,-0.300642591,0.046257868
33.4,24.71,42.95,34.4,1.21,0,2.5,12,0,-0.289514042,-0.383783967,-0.300642591,0.046257868
32.8,31.3,49.97,41.94,0.92,0,2.5,12,0,-0.289514042,-0.383783967,-0.300642591,0.046257868
38.62,22.62,44.81,36.76,0.97,0,2.5,12,0,-0.289514042,-0.383783967,-0.300642591,0.046257868
24.71,21.67,28.7,29.23,0.88,0,2.5,12,0,-0.289514042,-0.383783967,-0.300642591,0.046257868
38.1,35.47,46.42,49.01,1.18,0,2.5,12,0,-0.289514042,-0.383783967,-0.300642591,0.046257868
32.02,28.63,42.18,46.31,,0,2.5,12,0,-0.289514042,-0.383783967,-0.300642591,0.046257868
39.79,40.81,51.38,46.14,0.75,0,2.5,12,0,-0.289514042,-0.383783967,-0.300642591,0.046257868
26.04,23.23,37.46,30.18,1.77,0,0,3,0,0.070523168,0.160460998,-0.17265034,0.111368929
38.16,29.07,50.68,41.73,1.04,0,0,3,0,0.070523168,0.160460998,-0.17265034,0.111368929
36.05,21.75,36.28,29.3,0.97,0,0,3,0,0.070523168,0.160460998,-0.17265034,0.111368929
31.89,26.54,56.94,40.96,1.04,0,0,3,0,0.070523168,0.160460998,-0.17265034,0.111368929
30.4,25.56,42.28,31.19,0.78,0,0,3,0,0.070523168,0.160460998,-0.17265034,0.111368929
38.28,33.9,43.54,40.19,0.75,0,0,3,0,0.070523168,0.160460998,-0.17265034,0.111368929
35.58,21.91,35.7,27.62,0.05,0,0,3,0,0.070523168,0.160460998,-0.17265034,0.111368929
36.95,39.04,45.86,48.45,2.5,0,0,3,0,0.070523168,0.160460998,-0.17265034,0.111368929
56.99,37.89,92.96,57.59,2.58,0,0,3,0,0.070523168,0.160460998,-0.17265034,0.111368929
33.22,29.01,49.01,42.29,0.8,0,0,3,0,0.070523168,0.160460998,-0.17265034,0.111368929
29.9,26.28,49.41,43.74,1.06,0,0,3,0,0.070523168,0.160460998,-0.17265034,0.111368929
42.08,23.49,43.15,28.09,0.73,,,,,0.448238075,0.363431245,0.224878133,0.111368929
38.24,24.07,40.29,29.18,,,,,,0.448238075,0.363431245,0.224878133,0.111368929
34.66,19.98,34.32,24.92,0.67,,,,,0.448238075,0.363431245,0.224878133,0.111368929
35.2,21.91,76.67,30.24,0.43,,,,,0.448238075,0.363431245,0.224878133,0.111368929
43.06,29.37,50.46,40,1.66,,,,,0.448238075,0.363431245,0.224878133,0.111368929
50.04,39.87,67.62,43.4,0.42,,,,,0.448238075,0.363431245,0.224878133,0.111368929
31.71,22.49,43.13,28.29,-0.42,,,,,0.448238075,0.363431245,0.224878133,0.111368929
45.83,40,58.13,50.4,0.67,,,,,0.448238075,0.363431245,0.224878133,0.111368929
43.37,31.86,75.96,41.92,0.76,,,,,0.448238075,0.363431245,0.224878133,0.111368929
28.17,34.87,73.79,38.41,-0.63,,,,,0.448238075,0.363431245,0.224878133,0.111368929
31.47,23.5,34.61,27.51,0.17,,,,,0.448238075,0.363431245,0.224878133,0.111368929
44.11,23.66,53.65,25.71,0.61,,,,,0.448238075,0.363431245,0.224878133,0.111368929
44.38,25.04,46.56,38.6,0.09,,,,,0.216000119,-0.075515878,,-0.364156377
29.54,19.81,30.3,22.34,-0.63,,,,,0.216000119,-0.075515878,,-0.364156377
45.67,23.77,74.1,28.75,0.52,,,,,0.216000119,-0.075515878,,-0.364156377
31.78,23.83,35.72,32.77,0.18,,,,,0.216000119,-0.075515878,,-0.364156377
50.75,31.28,77.55,40.73,0.07,,,,,0.216000119,-0.075515878,,-0.364156377
52.23,30.04,55.75,40.13,1.44,,,,,0.216000119,-0.075515878,,-0.364156377
31.4,23.84,37.9,29.12,0.68,,,,,0.216000119,-0.075515878,,-0.364156377
37.49,26.54,57.74,31.85,1.08,,,,,0.216000119,-0.075515878,,-0.364156377
26.96,20.26,31.45,17.84,0.56,,,,,0.216000119,-0.075515878,,-0.364156377
41.35,19.58,66.67,27.86,-0.08,,,,,0.216000119,-0.075515878,,-0.364156377
41.91,26.33,82.82,28.72,0.75,,,,,0.216000119,-0.075515878,,-0.364156377
32.92,41.61,44.21,40.13,-0.4,0,6,6,0,0.172619616,0.32594436,0.083058883,-0.14764706
35.4,28.48,40.41,35.51,0.77,0,6,6,0,0.172619616,0.32594436,0.083058883,-0.14764706
32.53,20.59,42.48,27.53,-0.11,0,6,6,0,0.172619616,0.32594436,0.083058883,-0.14764706
25.7,19.87,33.38,34.69,0.86,0,6,6,0,0.172619616,0.32594436,0.083058883,-0.14764706
26.08,18.22,33.74,23.7,1.71,0,6,6,0,0.172619616,0.32594436,0.083058883,-0.14764706
